filename,width,height,class,xmin,ymin,xmax,ymax
0028.jpg,225,225,tomato,15,172,47,201
0028.jpg,225,225,tomato,46,169,85,205
0028.jpg,225,225,tomato,55,133,94,171
0028.jpg,225,225,tomato,17,137,52,171
0028.jpg,225,225,tomato,23,113,62,153
0028.jpg,225,225,tomato,43,84,84,124
0028.jpg,225,225,tomato,73,113,108,150
0028.jpg,225,225,tomato,100,97,142,138
0028.jpg,225,225,tomato,73,53,117,96
0028.jpg,225,225,tomato,84,92,115,113
0028.jpg,225,225,tomato,132,143,173,181
0028.jpg,225,225,tomato,134,182,171,209
0028.jpg,225,225,tomato,167,162,204,198
0028.jpg,225,225,tomato,167,124,206,163
0028.jpg,225,225,tomato,127,121,163,156
0028.jpg,225,225,tomato,160,91,197,123
0028.jpg,225,225,tomato,146,59,184,94
0028.jpg,225,225,tomato,116,65,146,98
0028.jpg,225,225,tomato,127,34,162,64
0028.jpg,225,225,tomato,114,6,149,37
0077.jpg,194,259,tomato,82,28,136,79
0077.jpg,194,259,tomato,112,82,174,147
0077.jpg,194,259,tomato,98,137,151,189
0077.jpg,194,259,tomato,52,199,97,243
0077.jpg,194,259,tomato,36,139,80,184
0077.jpg,194,259,tomato,51,82,100,133
